Timestamp,Skin conductance,Respiration,Event
2000-01-01 00:06:07.300,1.167694091796875,0.2463836669921875,5.0
2000-01-01 00:06:07.320,1.1680450439453125,0.243499755859375,5.0
2000-01-01 00:06:07.340,1.1682281494140625,0.2395477294921875,5.0
2000-01-01 00:06:07.360,1.168701171875,0.2347869873046875,5.0
2000-01-01 00:06:07.380,1.1690673828125,0.22955322265625,5.0
2000-01-01 00:06:07.400,1.1696929931640625,0.2234344482421875,5.0
2000-01-01 00:06:07.420,1.1700286865234375,0.21685791015625,5.0
2000-01-01 00:06:07.440,1.17083740234375,0.2089385986328125,5.0
2000-01-01 00:06:07.460,1.1712188720703125,0.20025634765625,5.0
2000-01-01 00:06:07.480,1.1719512939453125,0.190673828125,5.0
2000-01-01 00:06:07.500,1.1727447509765625,0.179901123046875,5.0
2000-01-01 00:06:07.520,1.1731719970703125,0.1683807373046875,5.0
2000-01-01 00:06:07.540,1.17388916015625,0.15606689453125,5.0
2000-01-01 00:06:07.560,1.1744384765625,0.1429290771484375,5.0
2000-01-01 00:06:07.580,1.1750640869140625,0.1291961669921875,5.0
2000-01-01 00:06:07.600,1.175537109375,0.1152191162109375,5.0
2000-01-01 00:06:07.620,1.1761627197265625,0.1011199951171875,5.0
2000-01-01 00:06:07.640,1.1763763427734375,0.087371826171875,5.0
2000-01-01 00:06:07.660,1.176666259765625,0.0750732421875,5.0
2000-01-01 00:06:07.680,1.1763763427734375,0.0627593994140625,5.0
2000-01-01 00:06:07.700,1.1762542724609375,0.05169677734375,5.0
2000-01-01 00:06:07.720,1.1757354736328125,0.041229248046875,5.0
2000-01-01 00:06:07.740,1.1750030517578125,0.031951904296875,5.0
2000-01-01 00:06:07.760,1.174102783203125,0.0229339599609375,5.0
2000-01-01 00:06:07.780,1.17303466796875,0.014617919921875,5.0
2000-01-01 00:06:07.800,1.17181396484375,0.0071563720703125,5.0
2000-01-01 00:06:07.820,1.1701507568359375,-0.0005340576171875,5.0
2000-01-01 00:06:07.840,1.168792724609375,-0.0080718994140625,5.0
2000-01-01 00:06:07.860,1.1669464111328125,-0.0158233642578125,5.0
2000-01-01 00:06:07.880,1.1654205322265625,-0.0238037109375,5.0
2000-01-01 00:06:07.900,1.1635589599609375,-0.032196044921875,5.0
2000-01-01 00:06:07.920,1.161712646484375,-0.041412353515625,5.0
